#OTU ID	S1	S11	S13	S17	S19	S2	S23	S25	S29	S31	S35	S37	S39	S41	S45	S47	S5	S51	S55	S57	S7
Otu859	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
Otu590	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	1	3	0
Otu314	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	1	0	0	2	0	2
Otu938	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0
Otu246	0	0	0	0	1	0	0	0	0	0	2	6	0	0	5	1	0	0	0	0	1
Otu606	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
Otu486	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0
Otu503	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	4	2
Otu806	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	1	0
Otu689	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0
Otu439	0	0	0	0	1	0	0	0	0	2	0	0	0	1	1	1	3	0	2	0	1
Otu985	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu832	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu760	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0
Otu973	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu310	0	0	0	0	1	1	0	1	0	1	0	4	0	1	1	1	2	4	2	4	2
Otu1012	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Otu1006	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Otu695	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Otu401	0	0	0	0	0	1	0	0	0	1	0	6	0	2	1	3	0	2	0	2	0
Otu860	0	0	0	0	0	2	0	0	1	0	0	1	0	3	1	0	0	0	0	0	0
Otu964	0	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0
Otu675	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	3	0
Otu953	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Otu452	0	0	0	0	0	2	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0
Otu625	0	0	0	0	0	1	0	0	1	0	0	0	1	1	3	1	0	0	0	0	0
Otu960	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Otu683	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	3	1	0	0	1	1
Otu516	0	0	0	0	0	1	0	0	0	1	0	0	0	0	10	1	0	0	0	0	0
Otu968	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0
Otu718	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu679	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
Otu634	0	0	0	0	0	2	0	1	0	0	0	0	1	3	0	0	0	0	0	1	0
Otu619	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	3	1	0	0	1	0
Otu705	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu688	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Otu906	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Otu788	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu984	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Otu580	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	5	0	0	0	1	0
Otu276	0	0	0	0	0	1	6	9	0	1	0	1	0	0	3	1	0	0	0	0	0
Otu939	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0
Otu654	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0
Otu570	0	0	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	1	0
Otu599	0	0	0	0	0	1	0	0	0	0	0	1	2	1	6	1	0	0	0	0	1
Otu406	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	1	0	1	0	0	1
Otu816	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
Otu798	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0
Otu656	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	1	1	0	4	0
Otu983	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Otu982	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu979	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Otu682	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu653	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Otu703	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	1	0	3	0
Otu734	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0
Otu380	0	0	0	0	0	0	0	1	4	0	0	1	4	2	0	0	2	1	1	1	0
Otu757	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0
Otu628	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu139	0	0	0	0	0	0	0	1	0	1	1	7	0	0	47	15	1	0	0	0	2
Otu666	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	1
Otu966	0	0	0	0	0	0	0	1	1	2	0	0	0	0	2	1	1	0	0	1	0
Otu681	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu697	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0
Otu657	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu621	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
Otu869	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1
Otu473	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	1	0	0	0
Otu623	0	0	0	0	0	0	0	1	0	0	0	10	0	1	0	0	3	3	1	2	0
Otu813	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0
Otu411	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	2	0	0	1	1
Otu742	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
Otu753	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	1	0	3	0	1
Otu338	0	0	0	0	0	0	0	1	0	0	0	0	4	2	2	5	0	0	0	0	0
Otu797	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	1	3	0	0	0	2
Otu719	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	1
Otu624	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu785	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0
Otu565	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu752	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0
Otu554	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0
Otu763	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu775	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
Otu989	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	1	0	0	0	0	0
Otu630	0	0	0	0	0	0	0	0	3	1	0	0	0	1	3	0	0	0	0	0	0
Otu727	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0
Otu732	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Otu478	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu633	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Otu800	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0
Otu363	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	0	0
Otu641	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
Otu940	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	2	0
Otu120	0	0	0	0	0	0	0	0	1	2	2	1	1	6	61	48	6	0	0	0	10
Otu663	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0
Otu805	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0
Otu811	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	0
Otu387	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	6	0	0	0	0	0
Otu874	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	3	1	1	0	0
Otu814	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	2	0
Otu941	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
Otu576	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	3	0	0	0	1	0
Otu716	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
Otu997	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	2	1
Otu948	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
Otu792	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0
Otu895	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0
Otu631	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
Otu747	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Otu650	0	0	0	0	0	0	0	0	0	0	1	0	1	0	12	0	0	0	0	0	0
Otu428	0	0	0	0	0	0	0	0	0	0	1	2	1	4	29	22	2	0	0	0	1
Otu818	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Otu770	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	1	1	0
Otu833	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	4	0	0	3	2	0
Otu996	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Otu659	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	3	0	0	0	0	0
Otu784	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	3	0
Otu112	0	0	0	0	0	0	0	0	0	0	0	5	1	0	62	37	3	0	0	0	2
Otu578	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	1
Otu639	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	6	0	0	0	0	0
Otu764	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0
Otu242	0	0	0	0	0	0	0	0	0	0	0	0	6	22	5	11	0	0	0	0	0
Otu815	0	0	0	0	0	0	0	0	0	0	0	0	1	10	2	5	0	0	0	2	0
Otu915	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	1	0	0	0	0	0
Otu946	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
Otu754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0
Otu743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
Otu618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0
Otu801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	0	1	0
Otu713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
Otu971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0
Otu698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
Otu664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Otu620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	2	0
Otu850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Otu990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
Otu627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
Otu838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
Otu974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Otu756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
