#OTU ID	S11	S13	S17	S19	S1	S23	S25	S29	S2	S31	S35	S37	S39	S41	S45	S47	S51	S55	S57	S5	S7
Otu1907	0	6	0	0	0	0	0	1	0	0	0	1	0	4	0	0	3	8	0	2	0
Otu1463	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Otu1163	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2189	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu970	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0
Otu1078	0	3	0	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0
Otu512	0	3	5	0	0	0	0	2	0	0	0	0	8	6	1	0	0	0	0	0	0
Otu1633	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0
Otu1414	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu567	0	3	0	0	0	1	0	2	0	3	0	11	0	0	0	0	8	0	0	1	2
Otu455	0	3	0	0	0	0	1	2	0	0	0	20	0	1	3	6	2	4	1	0	2
Otu143	0	2	4	2	0	0	0	3	0	0	0	5	84	6	0	0	0	0	0	13	0
Otu531	0	5	0	1	0	0	1	0	1	0	0	0	0	2	0	0	1	0	0	9	16
Otu359	0	2	1	6	4	0	2	1	0	0	0	0	0	3	3	1	7	11	4	2	1
Otu2062	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu849	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Otu378	0	3	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	5	4	1	1
Otu734	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0
Otu1196	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu928	0	7	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Otu1356	0	1	1	0	0	1	2	0	0	1	0	0	4	1	0	0	2	0	0	1	0
Otu2045	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu755	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu1942	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Otu2046	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu298	0	8	0	0	0	0	1	1	0	5	0	55	0	0	0	2	0	0	0	0	0
Otu1215	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
Otu1931	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Otu1529	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu786	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
Otu120	0	9	6	1	0	0	0	0	0	4	0	0	0	0	5	3	0	70	46	0	0
Otu194	0	2	0	0	0	4	8	0	0	0	0	0	100	78	0	33	0	5	5	3	0
Otu1206	0	1	0	0	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	11
Otu784	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Otu1914	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
Otu678	0	1	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	4	0	0	3
Otu601	0	1	4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu1474	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	2	0	0	0
Otu617	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2	0	0
Otu574	0	3	0	0	0	0	5	0	0	0	0	2	0	3	5	0	0	1	1	1	1
Otu667	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
Otu888	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	1	2	3	1	0
Otu289	0	4	0	0	0	2	3	1	0	0	0	0	0	0	0	0	5	8	1	9	10
Otu337	0	3	0	0	0	4	0	3	0	0	0	31	0	0	0	0	2	0	1	1	5
Otu1371	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0
Otu641	0	2	0	0	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0
Otu467	0	3	0	0	0	0	4	1	0	0	0	0	0	0	0	8	8	0	0	0	0
Otu366	0	1	0	2	0	0	2	1	0	4	0	0	0	0	0	2	0	6	0	7	5
Otu659	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu1688	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu299	0	3	0	0	0	0	0	6	0	6	0	0	11	4	0	0	2	0	0	2	0
Otu466	0	3	0	2	0	1	0	0	0	1	0	0	1	1	0	0	0	4	0	0	6
Otu2185	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu148	0	3	5	6	3	2	3	3	0	1	1	0	7	14	8	10	10	18	17	1	9
Otu1722	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu256	0	2	0	2	1	1	0	3	0	3	0	0	9	11	4	2	4	0	0	12	0
Otu1846	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1364	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu1054	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu763	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	1	0
Otu1327	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Otu648	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	1	0
Otu1318	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	5
Otu1368	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu198	0	2	0	10	0	5	13	0	0	0	0	0	0	0	0	1	0	8	3	18	15
Otu571	0	3	0	0	0	2	0	1	0	0	0	3	0	1	0	0	0	0	0	0	3
Otu447	0	2	0	1	0	0	0	2	0	1	0	3	0	2	0	0	0	0	3	0	5
Otu34	0	2	0	0	0	78	583	0	0	2	0	0	0	0	0	0	7	0	0	9	0
Otu427	0	3	0	2	0	5	11	0	0	9	0	0	0	2	0	0	0	0	0	1	6
Otu2120	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu297	0	3	7	0	0	2	1	1	0	0	0	0	1	6	3	5	1	5	2	0	4
Otu969	0	3	3	0	0	0	0	0	0	0	0	2	5	16	0	0	0	0	0	0	3
Otu383	0	4	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	10	10	0	2
Otu2121	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu347	0	4	0	0	0	1	1	0	0	4	2	0	3	7	4	0	0	0	1	10	5
Otu464	0	2	0	2	0	0	1	1	0	0	0	5	1	2	0	0	1	1	1	4	0
Otu1065	0	4	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Otu391	0	2	0	0	0	2	0	0	0	2	0	1	4	2	0	3	0	2	1	20	8
Otu2154	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1973	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1344	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1324	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu1056	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0
Otu625	0	1	0	0	0	1	1	0	0	0	0	0	6	0	0	0	0	4	0	0	0
Otu285	0	1	0	0	0	1	4	2	0	0	2	20	0	0	6	0	0	0	3	5	1
Otu1956	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu742	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0
Otu340	0	1	2	0	0	3	4	0	0	0	0	1	0	8	2	0	1	2	1	7	8
Otu1480	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu642	0	1	0	0	0	0	2	0	0	0	1	4	0	0	0	0	0	0	0	0	1
Otu1974	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu756	0	2	0	0	2	0	2	0	0	1	0	0	1	0	1	0	0	1	0	0	0
Otu1269	0	2	0	0	2	0	1	2	0	0	0	0	0	0	1	0	0	1	0	1	0
Otu730	0	2	0	0	3	0	0	2	0	5	2	0	0	0	10	7	0	3	0	0	0
Otu1954	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2162	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2167	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu268	0	4	2	0	1	1	3	1	0	11	0	0	0	0	6	7	0	1	2	37	9
Otu127	0	1	0	0	13	0	5	5	0	0	0	0	20	2	0	0	0	1	2	33	41
Otu891	0	1	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	5
Otu1057	0	2	1	17	5	0	1	0	0	2	0	0	2	16	8	7	12	20	23	6	2
Otu1436	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	1	0	1	1	0	1
Otu2014	0	2	0	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1895	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu1737	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu167	0	3	1	0	0	0	2	2	0	3	0	27	2	0	3	0	11	11	7	4	6
Otu2138	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1021	0	1	0	0	0	0	3	0	0	0	0	0	2	1	1	1	0	1	0	1	0
Otu643	0	1	0	0	1	0	0	0	0	2	0	0	0	0	16	23	0	0	1	0	0
Otu1380	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0
Otu307	0	1	0	2	0	0	4	0	0	6	0	3	0	3	2	0	0	3	1	5	9
Otu112	0	1	6	7	5	0	1	1	0	2	1	0	1	10	0	1	4	31	261	7	12
Otu407	0	1	1	0	0	2	0	0	0	1	0	0	0	1	1	1	0	2	3	4	2
Otu1977	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu410	0	1	5	0	0	0	3	0	0	1	0	0	0	0	1	1	2	11	3	15	0
Otu481	0	2	0	0	0	0	0	2	0	15	0	0	3	0	0	0	2	9	0	0	3
Otu318	0	1	10	0	0	3	0	0	0	0	0	0	15	22	0	0	0	0	0	0	1
Otu1155	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
Otu639	0	1	0	3	0	0	0	0	0	0	0	1	5	1	0	0	0	0	2	1	0
Otu583	0	1	2	6	0	0	2	1	0	3	0	0	0	1	0	3	4	11	0	1	0
Otu1451	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2
Otu1399	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0
Otu1311	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu985	0	1	0	0	0	1	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0
Otu665	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
Otu889	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
Otu1656	0	1	0	0	0	0	0	2	0	2	0	2	2	3	1	3	4	8	49	3	3
Otu1217	0	1	0	0	0	1	2	1	0	0	0	0	1	0	0	1	0	0	0	2	0
Otu1889	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu497	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	1
Otu468	0	1	2	2	7	1	0	2	0	0	0	1	1	0	0	5	4	2	1	8	2
Otu153	0	1	2	0	0	1	1	0	0	0	0	21	7	4	5	2	6	20	20	11	0
Otu1828	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Otu213	0	2	3	1	4	12	6	3	0	6	0	3	3	1	1	5	4	12	50	2	6
Otu75	0	1	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu976	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Otu1603	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1393	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu1900	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu993	0	2	2	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	2
Otu1517	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1
Otu606	0	1	0	0	3	1	0	0	0	2	1	0	0	0	0	0	2	12	3	0	2
Otu663	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6
Otu710	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	3	0	0	0
Otu184	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu15	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu95	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu919	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	1	2	1
Otu541	0	0	3	2	1	0	1	0	0	0	0	18	4	1	0	0	7	3	2	2	0
Otu451	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu50	0	0	8	15	0	0	0	2	0	0	29	358	0	0	0	0	0	0	0	0	0
Otu372	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu287	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu715	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	2	7	0	0	0	0
Otu431	0	0	12	2	0	0	0	0	0	0	1	6	0	2	0	0	0	0	0	0	0
Otu476	0	0	1	3	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
Otu829	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu324	0	0	2	0	0	0	4	7	0	0	0	0	6	6	0	3	1	1	0	10	4
Otu994	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1394	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1200	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1899	0	0	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
Otu966	0	0	3	0	1	0	1	0	0	2	0	1	1	2	2	4	2	0	0	1	0
Otu271	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu364	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu262	0	0	1	1	0	0	2	19	0	25	0	0	0	0	0	23	0	0	0	0	0
Otu93	0	0	63	9	0	60	106	0	0	0	0	0	28	21	27	22	0	1	1	2	0
Otu181	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu831	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu864	0	0	6	0	7	0	1	8	1	23	0	0	1	8	64	76	39	6	5	12	25
Otu349	0	0	3	0	2	1	1	0	0	0	0	5	6	5	0	0	4	0	4	3	4
Otu304	0	0	7	1	1	3	1	2	0	2	0	0	14	13	1	0	3	0	1	3	4
Otu35	0	0	8	1	0	768	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu141	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu99	0	0	10	9	0	17	49	0	0	1	0	0	22	8	20	21	0	14	10	9	11
Otu739	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu794	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu472	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu517	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
Otu1317	0	0	5	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu179	0	0	56	13	0	1	0	0	0	0	0	0	1	22	0	15	0	0	0	2	0
Otu785	0	0	1	0	2	1	0	0	0	0	0	0	0	0	4	1	0	0	0	5	2
Otu2017	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu394	0	0	20	3	0	0	0	0	0	0	0	0	0	1	3	7	0	0	0	0	0
Otu246	0	0	19	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu629	0	0	6	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
Otu169	0	0	7	4	0	0	3	17	0	2	5	5	1	3	1	5	10	2	3	7	12
Otu1424	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu219	0	0	5	10	1	5	5	3	0	15	0	4	20	19	0	3	1	22	4	43	20
Otu530	0	0	5	1	5	0	0	1	0	0	0	0	4	2	2	0	0	0	1	0	0
Otu253	0	0	9	2	0	0	0	0	0	9	0	0	5	7	0	0	0	0	0	14	18
Otu1395	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1142	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
Otu177	0	0	1	0	1	0	0	2	0	19	2	0	0	1	12	38	10	1	0	6	5
Otu664	0	0	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu658	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	1	2
Otu529	0	0	2	1	0	1	0	5	0	1	0	0	0	0	1	3	5	1	1	1	3
Otu1937	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1014	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
Otu941	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1207	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu1016	0	0	1	0	1	0	0	0	0	0	0	0	0	1	5	3	0	1	0	1	0
Otu575	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu701	0	0	3	0	0	3	0	4	0	1	0	0	0	0	3	1	2	0	0	2	8
Otu45	0	0	14	50	80	4	0	0	3	10	0	0	3	60	174	158	5	3	12	16	18
Otu1015	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1289	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	1
Otu588	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Otu2139	0	0	1	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	2	0
Otu552	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	5	0	1
Otu1422	0	0	3	1	0	0	0	2	0	2	0	2	3	11	0	1	0	0	0	0	1
Otu528	0	0	4	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0
Otu938	0	0	5	1	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	0	0
Otu912	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Otu1502	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1682	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu525	0	0	6	0	0	0	0	0	0	10	0	2	0	0	0	0	0	4	2	0	0
Otu962	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu2105	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu137	0	0	3	10	3	1	8	1	0	8	1	5	4	6	1	3	4	18	13	10	22
Otu506	0	0	3	9	8	0	0	0	0	0	0	0	0	18	14	9	2	1	1	0	4
Otu782	0	0	1	1	0	0	0	0	0	0	0	0	2	8	2	0	0	1	0	0	0
Otu203	0	0	3	0	27	0	0	0	0	0	0	0	0	0	0	6	24	2	1	15	3
Otu930	0	0	4	0	0	0	1	0	0	0	0	0	0	4	0	0	0	3	0	0	0
Otu744	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	2
Otu793	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu559	0	0	3	1	0	0	0	0	0	0	11	0	6	1	1	1	1	0	0	0	0
Otu1018	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
Otu957	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
Otu1629	0	0	1	3	1	0	10	3	0	2	0	2	3	10	5	1	6	0	4	9	4
Otu679	0	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	1
Otu1514	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu989	0	0	5	3	0	2	0	0	0	0	0	0	0	1	0	5	0	0	0	2	0
Otu1186	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	4	0	0	0	0	0
Otu901	0	0	3	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	1	1	0
Otu1597	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	2	2	0
Otu1013	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2028	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Otu1010	0	0	1	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	0	0
Otu140	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
Otu172	0	0	5	1	1	1	2	2	1	48	0	0	1	2	7	16	18	5	9	4	13
Otu909	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Otu968	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1920	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu479	0	0	8	0	0	0	0	0	0	0	0	0	6	1	0	0	0	5	0	0	2
Otu1212	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1623	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1190	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Otu1165	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1001	0	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Otu168	0	0	6	8	0	0	0	0	0	1	0	0	15	8	109	55	0	0	0	0	1
Otu295	0	0	1	0	2	1	0	5	0	11	3	10	0	0	0	5	2	2	0	11	1
Otu14	0	0	14	7	0	0	3	0	0	0	0	1	379	1291	0	0	0	1	0	0	0
Otu426	0	0	2	3	27	1	0	0	0	0	5	2	1	3	2	0	1	0	0	3	3
Otu958	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Otu809	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Otu511	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0
Otu628	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Otu1379	0	0	5	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Otu1985	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2079	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu1531	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
Otu1051	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0
Otu1416	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0
Otu1933	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1475	0	0	1	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	2	0
Otu1115	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0
Otu652	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Otu1129	0	0	1	0	0	0	0	0	0	1	0	0	1	2	0	0	1	2	1	1	1
Otu1128	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Otu500	0	0	3	1	0	0	0	0	0	0	0	2	1	5	1	0	8	9	1	0	2
Otu1326	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1585	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1
Otu1011	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0
Otu1301	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1569	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu861	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	39	0	1	0
Otu1513	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu1213	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	2	0	0
Otu1796	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0
Otu943	0	0	3	5	0	1	5	0	0	0	0	0	0	0	2	0	0	10	2	2	0
Otu542	0	0	3	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	3	0	0
Otu404	0	0	3	0	3	0	2	2	0	8	2	0	5	1	0	3	1	0	4	11	3
Otu1335	0	0	5	0	0	1	1	1	0	0	0	5	0	0	0	0	0	2	0	0	0
Otu344	0	0	1	4	26	0	1	0	0	7	0	1	0	0	5	2	3	0	2	1	3
Otu1829	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1357	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu1759	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1527	0	0	2	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu2135	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
Otu520	0	0	1	0	0	1	0	0	0	0	0	0	5	3	0	0	1	5	0	1	0
Otu1307	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
Otu1831	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
