#OTU ID	S11	S13	S17	S19	S1	S23	S25	S29	S2	S31	S35	S37	S39	S41	S45	S47	S51	S55	S57	S5	S7
Otu216	1	0	3	7	0	1	0	0	0	4	0	4	2	6	0	2	0	16	3	8	6
Otu1286	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu697	1	5	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	2	0	1
Otu1360	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3
Otu980	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu82	2	0	0	0	0	0	0	1	0	0	16	245	0	0	3	16	11	0	3	2	0
Otu636	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	2	1
Otu569	2	2	16	30	0	0	2	1	0	1	0	0	5	31	3	2	0	0	0	1	5
Otu1116	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu894	1	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1
Otu300	2	7	0	0	2	0	0	0	0	9	0	0	0	0	1	0	2	0	0	10	29
Otu38	2	3	261	325	4	47	67	0	1	0	0	0	15	17	0	0	7	1	0	54	1
Otu1400	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu250	1	17	0	0	0	2	0	7	0	5	1	0	7	4	4	6	0	0	0	3	7
Otu439	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu245	2	20	14	0	0	0	5	0	0	2	0	5	21	9	0	1	22	32	3	3	0
Otu414	4	2	5	2	0	0	0	0	0	1	0	0	0	0	1	1	3	19	7	3	0
Otu545	1	6	0	2	1	0	6	0	0	8	0	4	3	3	0	1	1	7	8	8	4
Otu96	2	5	0	2	15	5	1	6	0	10	4	24	0	1	4	11	5	28	10	114	53
Otu1890	1	1	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0
Otu1610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
Otu242	2	10	11	8	0	4	1	3	0	5	83	0	2	4	1	0	1	0	0	4	9
Otu166	1	65	3	9	0	9	33	0	0	0	4	7	5	0	14	6	0	3	0	37	47
Otu895	1	0	0	0	0	0	5	2	0	0	0	0	7	0	0	1	0	0	0	2	2
Otu437	2	4	9	0	0	4	0	3	3	6	0	4	4	2	1	5	4	1	1	5	0
Otu1291	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	2
Otu2037	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu224	1	0	0	0	0	0	5	0	0	4	0	1	0	0	29	16	0	0	0	11	25
Otu215	1	0	1	7	0	9	4	2	0	0	1	0	1	3	0	1	28	11	3	10	4
Otu557	2	1	0	0	1	0	0	0	0	3	0	2	2	0	0	0	0	0	0	3	2
Otu315	1	0	0	0	0	0	0	0	0	0	2	32	0	0	0	0	0	10	0	2	3
Otu142	2	4	0	2	17	1	5	7	0	11	0	9	21	46	7	4	19	6	2	7	12
Otu1194	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Otu1247	1	2	3	0	1	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	2
Otu1134	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
Otu221	2	10	0	0	0	6	24	0	0	4	1	0	0	0	2	0	0	5	2	29	9
Otu441	1	1	2	2	7	0	0	0	0	2	2	0	4	0	0	1	0	1	2	1	2
Otu199	2	22	1	2	1	4	0	5	0	1	0	0	33	2	2	3	7	0	1	7	10
Otu44	4	64	2	3	4	46	75	7	0	48	0	0	27	90	2	17	1	109	87	94	58
Otu433	1	4	3	0	1	1	0	0	0	0	2	0	0	9	13	3	14	5	5	2	5
Otu1413	1	0	1	0	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0
Otu388	1	2	0	0	1	0	3	0	0	0	0	0	0	2	5	7	2	1	0	3	2
Otu505	1	7	3	2	0	0	1	2	0	2	0	1	4	0	0	0	0	4	3	0	0
Otu301	2	21	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0
Otu1177	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
Otu103	1	17	105	75	10	31	59	2	2	5	0	4	3	33	14	10	10	30	15	28	30
Otu277	1	7	0	0	0	0	6	2	0	3	0	4	6	5	8	15	3	3	1	0	0
Otu834	1	7	3	0	1	0	1	2	0	1	0	0	0	0	3	4	1	7	3	1	1
Otu206	1	10	8	3	4	2	5	4	0	10	2	0	6	4	6	2	3	8	2	4	6
Otu1297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0
Otu835	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1
Otu161	3	3	6	1	0	4	5	0	0	27	1	0	15	36	4	11	0	4	0	2	1
Otu808	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0
Otu2173	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu482	2	2	9	0	6	1	0	3	0	5	0	6	12	0	3	6	3	0	1	1	2
Otu288	1	3	0	1	0	3	2	0	0	2	0	2	2	14	0	1	0	2	0	3	11
Otu503	2	3	0	0	0	1	0	0	0	0	0	0	0	0	4	2	1	6	0	0	1
Otu1669	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu195	1	1	0	0	1	0	1	1	0	5	0	2	1	1	4	1	2	28	26	0	2
Otu2023	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu276	1	1	0	0	3	0	0	0	0	1	0	0	0	0	5	17	2	0	0	13	0
Otu187	1	0	4	8	8	0	0	0	0	6	0	15	5	13	0	0	1	8	4	14	0
Otu119	1	169	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu412	1	5	0	0	0	0	2	1	0	0	0	0	0	5	1	1	1	6	1	5	0
Otu2025	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu1041	1	4	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2
Otu80	1	10	2	9	1	2	5	64	0	106	0	3	6	15	10	19	21	12	14	20	24
Otu1526	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Otu443	1	2	1	0	0	0	3	0	0	0	0	0	1	3	0	0	1	1	3	3	2
Otu209	1	11	0	0	5	4	6	1	0	15	0	35	17	9	2	6	5	2	4	20	12
Otu1903	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0
Otu2	1	0	0	17	0	3475	18526	5	2	137	2	0	2	0	0	0	3	1143	66	8726	2562
Otu624	1	9	0	0	0	0	2	1	0	0	0	0	0	0	1	12	0	3	0	6	0
Otu252	1	3	0	0	1	0	2	0	1	0	0	1	0	0	0	12	1	1	1	36	19
Otu24	1	5	48	241	64	12	29	13	1	45	3	7	25	516	24	49	113	119	114	52	62
Otu205	1	4	32	15	0	1	0	0	0	1	0	0	7	8	1	0	0	23	4	13	7
Otu264	2	5	3	1	0	8	20	0	0	0	0	0	0	0	0	0	5	9	1	10	14
Otu954	2	8	6	0	2	0	1	0	0	4	2	0	0	1	2	0	1	0	0	7	3
Otu9	2	3862	0	0	5	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	110
Otu1733	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu538	1	4	0	0	0	3	1	0	0	0	0	0	5	10	3	1	2	3	0	2	2
Otu1450	1	0	0	0	1	2	0	1	1	0	1	0	0	0	0	2	0	0	0	3	0
Otu456	1	2	0	1	2	0	0	0	0	2	0	0	0	9	0	0	2	2	0	1	1
Otu499	0	11	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu1148	0	4	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	2	1
Otu1492	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
Otu200	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4
Otu239	0	8	0	0	15	8	0	0	0	0	0	19	0	0	14	0	0	0	0	0	0
Otu1146	0	4	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	4
Otu406	0	22	0	4	0	0	0	1	0	0	0	0	3	0	0	3	0	5	3	3	6
Otu590	0	12	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	1	1	1
Otu421	0	1	3	0	0	1	2	0	0	0	0	1	0	7	4	0	1	10	0	0	0
Otu587	0	1	4	0	0	0	2	5	0	1	0	0	0	2	0	1	1	0	0	0	1
Otu602	0	10	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
Otu925	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0
Otu516	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	3	1	0	0	0	0
Otu453	0	9	10	0	6	2	5	3	0	3	0	7	11	2	1	1	0	0	1	4	4
Otu807	0	4	0	2	0	0	2	0	0	1	0	0	1	0	4	3	2	1	0	1	1
Otu26	0	15	0	1	93	0	0	6	3	170	3	109	48	40	569	374	10	4	24	39	39
Otu2164	0	5	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu1534	0	1	3	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Otu204	0	53	0	0	0	0	2	7	0	1	0	1	0	0	1	0	1	0	5	4	3
Otu498	0	9	1	0	1	4	1	0	0	10	0	3	21	1	0	1	0	2	0	2	4
Otu1150	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu368	0	5	0	0	0	8	0	0	0	0	0	3	3	0	0	0	5	7	0	0	3
Otu1007	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
Otu1570	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu386	0	2	6	0	1	0	4	11	0	12	1	12	24	0	2	3	1	2	0	3	0
Otu683	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Otu959	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Otu361	0	1	0	0	3	0	6	1	0	7	0	0	0	1	0	0	16	14	2	6	1
Otu1260	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu32	0	3	109	38	81	0	5	0	8	0	0	17	13	3	49	40	325	31	10	1	0
Otu555	0	4	0	0	0	0	0	1	0	0	0	1	3	3	5	8	2	0	0	7	0
Otu376	0	5	0	0	0	0	0	0	0	0	0	23	0	0	5	0	0	0	0	0	0
Otu111	0	7	0	5	0	0	0	104	0	6	0	40	0	1	1	0	1	0	1	0	2
Otu294	0	8	0	3	3	0	9	7	0	0	0	0	0	2	0	0	3	0	0	2	0
Otu838	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu244	0	10	0	0	0	0	0	1	0	0	0	70	0	0	0	1	4	0	0	0	0
Otu446	0	14	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0
Otu654	0	2	0	0	2	0	0	2	0	6	0	8	0	0	0	0	4	9	1	0	2
Otu743	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	2
Otu89	0	3	2	1	2	0	1	0	0	4	1	4	0	1	8	30	3	23	283	2	9
Otu325	0	9	4	0	0	1	5	2	0	4	0	3	1	7	1	2	0	0	0	8	8
Otu1488	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu638	0	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu1732	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Otu1490	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu321	0	30	0	0	0	0	1	0	0	1	0	0	0	2	1	1	0	0	3	9	3
Otu1711	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu470	0	5	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	7	3	5
Otu237	0	4	0	1	2	2	10	1	0	0	0	17	2	13	1	4	22	17	6	17	7
Otu745	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu157	0	20	16	9	25	6	0	0	2	25	45	5	5	7	6	5	0	0	7	20	8
Otu380	0	16	1	4	2	0	3	5	1	3	0	2	9	0	9	1	5	5	2	2	4
Otu595	0	6	0	0	0	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0
Otu381	0	17	2	16	1	12	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0
Otu1048	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu830	0	10	0	1	5	7	0	0	0	0	0	5	0	0	16	0	0	0	0	0	0
Otu585	0	1	0	0	0	4	0	5	0	0	0	6	3	2	2	2	1	0	0	0	4
Otu401	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu105	0	5	28	17	0	4	3	18	1	19	0	0	0	0	75	8	0	46	15	14	3
Otu1151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
Otu117	0	7	7	8	2	0	3	0	0	1	1	3	4	21	76	114	3	3	5	11	35
Otu1114	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1348	0	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu494	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	7	0	0
Otu308	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu682	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2057	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu266	0	6	1	1	6	5	6	0	7	0	0	0	0	1	1	0	9	8	0	2	1
Otu1002	0	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Otu322	0	4	0	0	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0	4	8
Otu1046	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Otu1036	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu428	0	20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1038	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu795	0	5	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Otu546	0	10	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	3	0
Otu1958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0
Otu357	0	7	0	0	0	1	7	1	0	0	0	48	0	0	0	0	1	1	1	2	5
Otu81	0	8	4	11	27	0	2	1	0	28	0	7	59	38	93	51	0	2	2	7	3
Otu1427	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu933	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0
Otu134	0	12	118	5	0	0	0	0	0	3	0	0	23	3	4	9	0	0	0	0	0
Otu1621	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Otu1202	0	3	0	0	0	1	3	0	0	0	0	0	4	0	0	0	0	0	2	0	0
Otu615	0	7	0	0	0	3	0	0	0	2	0	0	0	0	0	0	3	0	0	0	3
Otu164	0	9	0	11	0	33	40	0	0	0	0	0	65	9	0	1	0	0	0	0	0
Otu2082	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Otu2081	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu596	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3
Otu58	0	22	10	12	15	11	27	8	0	12	3	137	10	10	4	3	47	63	65	45	18
Otu220	0	14	1	0	0	0	1	14	0	2	19	13	2	0	0	1	1	0	4	1	5
Otu627	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	2	0	2
Otu720	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0
Otu335	0	11	0	0	0	0	0	0	0	4	0	9	0	1	0	0	1	2	5	0	4
Otu382	0	5	2	1	3	0	2	2	0	0	1	0	5	2	0	0	0	1	0	6	3
Otu672	0	2	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	1	0	1
Otu513	0	1	7	9	4	0	3	4	0	0	0	2	0	2	4	0	4	3	1	5	7
Otu1646	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu28	0	5	6	14	8	0	11	1	0	18	3	32	0	4	6	7	3	93	828	27	70
Otu524	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	4	9
Otu338	0	2	2	3	4	0	0	0	0	0	0	5	0	0	2	2	5	0	0	0	0
Otu1238	0	5	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6
Otu1102	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Otu1157	0	2	3	3	0	0	0	0	0	0	1	0	0	3	3	0	1	3	1	2	1
Otu566	0	7	0	0	0	1	0	0	0	1	0	7	5	4	0	2	0	2	1	2	5
Otu432	0	6	0	0	4	7	0	0	0	3	0	3	0	0	6	0	0	1	0	0	0
Otu1811	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu305	0	4	0	3	0	18	18	0	0	10	0	0	0	0	7	4	0	3	0	17	29
Otu1556	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu94	0	7	0	0	0	0	12	29	0	44	1	71	0	0	8	15	0	4	0	3	0
Otu286	0	3	7	2	0	0	3	1	0	0	0	0	2	0	1	3	2	9	2	18	4
Otu393	0	5	2	1	0	3	0	0	0	0	0	14	0	2	7	11	0	0	0	3	2
Otu921	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu415	0	7	1	0	0	0	0	4	0	0	0	0	5	1	2	0	0	0	0	1	0
Otu1266	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1138	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1325	0	6	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0
Otu1803	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu920	0	2	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	4	0
Otu977	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu632	0	4	0	0	3	0	3	0	0	2	0	0	0	1	2	0	1	0	1	0	0
Otu310	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	23	8	0	0
Otu1497	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2172	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2088	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1864	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu392	0	4	0	0	0	0	0	0	0	0	0	10	0	0	0	2	1	2	0	0	0
Otu1184	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0
Otu33	0	3	0	30	48	0	0	3	1	126	0	5	257	140	191	84	1	1	6	5	2
Otu1449	0	1	0	0	0	1	0	1	0	1	0	1	2	0	1	0	0	0	0	0	1
Otu227	0	27	5	9	0	0	0	4	0	0	0	0	9	2	3	0	0	8	3	20	7
Otu293	0	3	3	5	0	0	1	0	0	0	0	0	2	10	0	1	0	1	2	8	3
Otu1727	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Otu686	0	5	0	3	2	0	2	1	0	0	0	0	0	9	0	2	0	2	0	0	4
Otu327	0	4	2	5	5	4	5	3	0	2	4	1	2	0	2	4	1	4	0	8	2
Otu128	0	8	0	0	0	50	0	0	0	0	0	92	0	0	0	0	0	6	0	0	0
Otu1332	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu1516	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu822	0	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu69	0	10	43	28	8	10	18	11	0	23	4	8	18	44	20	57	42	14	24	7	11
Otu390	0	4	1	0	0	0	0	1	0	0	0	0	0	3	1	3	2	2	3	2	0
Otu332	0	2	0	0	1	4	0	2	0	0	0	6	0	0	0	10	2	0	0	0	0
Otu1373	0	2	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	3
Otu1144	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu234	0	6	0	1	0	4	0	3	0	5	0	1	14	18	2	2	5	13	1	3	0
Otu1032	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu1145	0	3	0	2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1
Otu1168	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Otu1593	0	1	3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
Otu326	0	5	16	1	0	0	4	0	0	0	1	3	8	0	14	6	1	6	3	2	9
Otu329	0	8	0	0	0	2	1	0	0	0	1	14	0	1	6	1	3	3	1	8	7
Otu699	0	1	0	0	1	0	0	1	0	0	0	0	0	5	0	0	0	12	3	0	1
Otu190	0	9	0	3	1	1	10	0	0	1	0	0	9	14	8	15	1	3	2	10	12
Otu597	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	3	5	2	0	2	0
Otu1173	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu961	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu694	0	1	8	0	2	1	2	4	0	0	0	3	1	0	2	8	2	38	144	2	4
Otu934	0	4	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Otu1505	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1
Otu695	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu813	0	6	0	0	1	0	1	0	0	1	1	1	0	4	3	0	4	6	1	1	7
Otu972	0	3	0	1	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	6	2
Otu88	0	5	6	16	34	1	0	1	1	21	0	0	38	48	5	11	4	3	6	1	5
Otu1005	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	1	1
Otu1630	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2
Otu1037	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu708	0	4	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	2	0	0	1
Otu2109	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2145	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	6	0
Otu1158	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Otu669	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	0	0	2
Otu452	0	3	0	1	8	0	0	1	0	6	0	4	1	0	0	2	0	0	0	0	0
Otu212	0	2	0	0	0	0	0	0	0	0	0	0	81	49	0	0	0	1	0	0	0
Otu174	0	2	2	3	0	7	4	0	0	0	0	8	0	0	0	2	0	3	5	16	41
Otu722	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0
Otu2032	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu767	0	1	0	4	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	2	0
Otu445	0	2	0	3	0	0	2	0	0	5	0	0	0	4	0	0	0	2	1	1	4
Otu474	0	4	0	2	0	1	4	0	0	5	0	0	6	1	0	0	0	2	1	5	0
Otu2096	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu150	0	2	4	15	49	1	5	1	1	13	1	4	11	8	0	0	8	1	1	18	20
Otu2021	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1160	0	2	0	0	0	0	1	0	0	0	0	4	2	1	0	0	0	5	0	0	0
Otu2097	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1334	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1
Otu2064	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu572	0	8	0	0	0	0	8	0	0	0	0	3	0	1	0	0	0	4	0	0	3
Otu275	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	13	33
Otu402	0	3	1	1	6	0	0	0	0	0	0	0	0	0	2	14	0	2	0	0	0
Otu496	0	4	0	0	0	2	3	0	0	0	0	0	0	3	0	1	2	6	1	0	1
Otu313	0	3	0	0	0	1	5	0	0	0	0	7	0	0	2	29	0	2	0	0	1
Otu1239	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3
Otu1218	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
Otu944	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Otu1024	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Otu707	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu790	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1605	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu791	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu757	0	3	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1
Otu362	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	10	6	5	5
Otu303	0	1	0	1	0	0	6	0	0	1	0	0	18	2	0	0	10	0	1	0	0
Otu490	0	1	2	0	0	1	0	2	0	3	0	0	3	9	0	0	0	0	0	2	1
Otu803	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu1426	0	2	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0
Otu2182	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu812	0	2	3	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0
Otu698	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	3
Otu163	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	167	51
Otu356	0	6	1	1	5	1	3	6	0	3	0	0	2	0	0	6	12	6	0	3	0
Otu2183	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
